단과대학(변경 후),학부(변경 후),전공(변경 후),"전공코드
인문대학,인문콘텐츠학부,문헌정보학전공,14424,4,문헌정보진로실행,2,나는 세미나 및 실습 등을 통해 문헌정보 관련 분야의 진로를 선택할 수 있다.,,,,,,,
인문대학,인문콘텐츠학부,문헌정보학전공,14424,4,문헌정보진로실행,3,나는 세미나 및 실습 등을 통해 문헌정보 관련 분야의 진로를 체계적으로 준비할 수 있다.,,,,,,,
사회과학대학,공공인재학부,행정학전공,16471,1,정책및사업기획,1,나는 연구·조사를 통해 정책을 이해할 수 있다. ,,,,,,,
사회과학대학,공공인재학부,행정학전공,16471,1,정책및사업기획,2,나는 분석을 통해 정책을 제안할 수 있다.,,,,,,,
사회과학대학,공공인재학부,행정학전공,16471,1,정책및사업기획,3,나는 정책 관련 사업을 기획할 수 있다.,,,,,,,
사회과학대학,공공인재학부,행정학전공,16471,2,운영및집행,1,나는 정책 및 사업계획에 따른 행정 실무에 대해 이해하고 있다.,,,,,,,
사회과학대학,공공인재학부,행정학전공,16471,2,운영및집행,2,나는 정책 및 사업계획에 따른 행정 실무를 집행할 수 있다. ,,,,,,,
사회과학대학,공공인재학부,행정학전공,16471,2,운영및집행,3,나는 정책 및 사업계획에 따른 행사를 운영할 수 있다.,,,,,,,
사회과학대학,공공인재학부,행정학전공,16471,3,관리및평가,1,나는 정책 및 사업 운영에 필요한 인력 및 예산관리에 대해 이해하고 있다. ,,,,,,,
사회과학대학,공공인재학부,행정학전공,16471,3,관리및평가,2,나는 정책 및 사업 운영에 필요한 인력 및 예산을 관리할 수 있다. ,,,,,,,
사회과학대학,공공인재학부,행정학전공,16471,3,관리및평가,3,나는 정책 및 사업 운영 사후평가를 통해 의미 있는 제안을 할 수 있다.,,,,,,,
사회과학대학,공공인재학부,정치외교학전공,16472,1,정치외교현상조사분석,1,나는 정치외교 전반의 내용을 폭넓게 이해하고 있다. ,,,,,,,
사회과학대학,공공인재학부,정치외교학전공,16472,1,정치외교현상조사분석,2,"나는 정치외교를 수행하기 위한 지식 기량을 바탕으로 조사, 분석, 관리를 할 수 있다.",,,,,,,
사회과학대학,공공인재학부,정치외교학전공,16472,1,정치외교현상조사분석,3,"나는 정치외교를 수행하기 위한 지식 기량을 바탕으로 조사, 분석, 관리의 절차를 문서화 할 수 있다.",,,,,,,
사회과학대학,공공인재학부,정치외교학전공,16472,2,의사소통,1,나는 지식이나 정보 정리와 재구성에 대해 이해하고 있다.,,,,,,,
사회과학대학,공공인재학부,정치외교학전공,16472,2,의사소통,2,나는 정보를 분석·고찰할 수 있다.,,,,,,,
사회과학대학,공공인재학부,정치외교학전공,16472,2,의사소통,3,나는 정보를 분석·고찰한 결과를 자신의 생각이나 문제의식과 함께 정확한 외국어로 표현할 수 있다.,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,1,데이터분석,1,"나는 경제, 금융, 후생, 의료 관련 데이터나 빅데이터를 수집하고 이해할 수 있다. ",,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,1,데이터분석,2,나는 통계․계량경제학적 방법론 또는 머신러닝 기법으로 데이터를 분석할 수 있다. ,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,1,데이터분석,3,"나는 주요 변수를 예측하며, 관련 시장을 전망할 수 있다.",,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,2,자금운용계획,1,나는 데이터 분석을 통한 자금운용에 대해 이해할 수 있다.,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,2,자금운용계획,2,나는 데이터 분석 결과를 정리할 수 있다.,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,2,자금운용계획,3,나는 데이터 분석 결과에 기반하여 자금운용계획을 수립할 수 있다.,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,3,자금운용,1,나는 자금운용 계획을 이해할 수 있다.,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,3,자금운용,2,나는 자금을 관리하고 운용할 수 있다.,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,3,자금운용,3,나는 자금운용 리스크를 통제할 수 있다.,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,4,결산및분석평가,1,나는 기업의 경영 성과를 측정에 대해 이해하고 있다. ,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,4,결산및분석평가,2,나는 기업의 경영 성과를 결산할 수 있다. ,,,,,,,
사회과학대학,경상·통계학부,경제학전공,16481,4,결산및분석평가,3,나는 기업의 경영 성과를 분석평가할 수 있다.,,,,,,,
사회과학대학,법학과,법학과,16490,1,법률지식적용,1,나는 법지식을 이해하고 있다. 적용하여 법적 문제의 본질과 핵심을 파악할 수 있다. ,,,,,,,
사회과학대학,법학과,법학과,16490,1,법률지식적용,2,나는 법지식을 적용할 수 있다. ,,,,,,,
사회과학대학,법학과,법학과,16490,1,법률지식적용,3,나는 법적 문제의 본질과 핵심을 파악할 수 있다. ,,,,,,,
사회과학대학,법학과,법학과,16490,2,법률적논의,1,나는 법률적 쟁점에 대해 이해하고 있다. ,,,,,,,
사회과학대학,법학과,법학과,16490,2,법률적논의,2,나는 법률적 쟁점의 핵심을 파악할 수 있다.,,,,,,,
사회과학대학,법학과,법학과,16490,2,법률적논의,3,나는 쟁점 파악을 위한 효과적인 질문과 설명을 할 수 있다.,,,,,,,
사회과학대학,법학과,법학과,16490,3,법률적추론적용,1,나는 논리적 추론에 대해 이해하고 있다. ,,,,,,,
사회과학대학,법학과,법학과,16490,3,법률적추론적용,2,나는 논리적 추론에 근거하여 법적 결론을 도출할 수 있다.,,,,,,,
사회과학대학,법학과,법학과,16490,3,법률적추론적용,3,나는 법적 결론을 법률적 문서로 작성할 수 있다. ,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,1,청소년지도에대한지식탐구,1,나는 청소년 사업에 대해 이해하고 있다. ,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,1,청소년지도에대한지식탐구,2,나는 청소년 활동 전반에 대한 이론을 파악할 수 있다.,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,1,청소년지도에대한지식탐구,3,나는 청소년 프로그램을 활동에 적용할 수 있다.,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,2,청소년에대한문제해결,1,"나는 청소년에 대한 생활·안전·위생 및 위기지원, 상담에 대해 이해하고 있다.",,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,2,청소년에대한문제해결,2,나는 청소년에게 발생할 수 있는 문제를 파악할 수 있다. ,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,2,청소년에대한문제해결,3,나는 청소년에게 발생할 수 있는 문제에 대한 해결안을 마련하고 지원할 수 있다.,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,3,청소년과의상생공감,1,나는 청소년 프로그램 및 지원에 대해 이해하고 있다.,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,3,청소년과의상생공감,2,나는 청소년 프로그램 및 지원을 통해 상호 간의 공감대를 형성할 수 있다.,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,3,청소년과의상생공감,3,나는 상호 간의 공감대를 형성하고 성장 기반을 조성할 수 있다.,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,4,청소년지도학과의창의융복합,1,나는 청소년 활동 현장의 요구에 대해 이해하고 있다.,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,4,청소년지도학과의창의융복합,2,나는 청소년 활동 현장의 요구를 반영한 청소년 지도 유관 분야를 파악하고 있다.,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,청소년지도학전공,14611,4,청소년지도학과의창의융복합,3,나는 청소년 활동 현장의 요구를 반영한 청소년 지도 유관 분야와의 융복합을 할 수 있다.,,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,1,영유아교육,1,나는 영유아의 놀이와 발달에 대한 관찰을 이해하고 있다.,전공능력명 및 진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,1,영유아교육,2,나는 영유아의 놀이와 발달을 관찰하여 그 결과를 바탕으로 놀이를 지원할 수 있다.,전공능력명 및 진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,1,영유아교육,3,"나는 영유아의 놀이와 발달을 지원하기 위해 영유아육기관, 가정, 지역사회가 협력하는 프로그램을 기획할 수 있다.",전공능력명 및 진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,2,아동가족상담이해,1,나는 아동의 심리사회적 어려움 지원 및 건강한 성장을 위해 아동과 가족에 대한 상담이론에 대해 이해하고 있다.,진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,2,아동가족상담이해,2,나는 아동의 심리사회적 어려움 지원 및 건강한 성장을 위해 아동과 가족에 대한 상담 방법을 계획할 수 있다.,진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,2,아동가족상담이해,3,나는 아동의 심리사회적 어려움 지원 및 건강한 성장을 위해 아동과 가족에 대한 상담 방법을 실행할 수 있다.,진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,3,아동발달지원,1,나는 아동의 발달의 개인차를 이해하고 있다. ,진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,3,아동발달지원,2,나는 발달적으로 어려움을 겪는 아동을 관찰한 후 지원 내용과 방법을 계획할 수 있다. ,진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,3,아동발달지원,3,나는 아동의 발달을 지원하는 내용과 방법을 결정하여 지원할 수 있다.,진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,4,아동복지실천,1,"나는 아동의 행복과 균형 있는 성장을 위하여 아동과 가족, 관련자를 대상으로 상담 및 교육서비스, 아동권리보장, 지역사회 연계 아동복지프로그램에 대해 이론적으로 이해하고 있다.",진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,4,아동복지실천,2,"나는 아동의 행복과 균형 있는 성장을 위하여 아동과 가족, 관련자를 대상으로 상담 및 교육서비스, 아동권리보장, 지역사회 연계 아동복지프로그램을 계획할 수 있다.",진단문항 수정,,,,,,
미디어·휴먼라이프대학,청소년지도·아동학부,아동학전공,14612,4,아동복지실천,3,"나는 아동의 행복과 균형 있는 성장을 위하여 아동과 가족, 관련자를 대상으로 상담 및 교육서비스, 아동권리보장, 지역사회 연계 아동복지프로그램을 실행할 수 있다.",진단문항 수정,,,,,,
미디어·휴먼라이프대학,디지털미디어학부,디지털미디어학부,14620,1,디지털콘텐츠기획,1,나는 디지털콘텐츠의 지속적인 부가가치를 높이기 위해 시장의 트렌드를 이해할 수 있다. ,,,,,,,
미디어·휴먼라이프대학,디지털미디어학부,디지털미디어학부,14620,1,디지털콘텐츠기획,2,나는 이용자 분석을 반영하여 디지털콘텐츠 분야를 선정할 수 있다.,,,,,,,
미디어·휴먼라이프대학,디지털미디어학부,디지털미디어학부,14620,1,디지털콘텐츠기획,3,나는 디지털 콘텐츠에 대한 계획과 전략을 수립하여 관리할 수 있다.,,,,,,,
미디어·휴먼라이프대학,디지털미디어학부,디지털미디어학부,14620,2,디지털콘텐츠제작,1,나는 각종 디지털 매체에 대해 이해하고 있다.,,,,,,,
미디어·휴먼라이프대학,디지털미디어학부,디지털미디어학부,14620,2,디지털콘텐츠제작,2,나는 적합한 콘텐츠를 발굴할 수 있다.,,,,,,,
미디어·휴먼라이프대학,디지털미디어학부,디지털미디어학부,14620,2,디지털콘텐츠제작,3,나는 콘텐츠를 기획ㆍ제작하고 관리할 수 있다.,,,,,,,
미디어·휴먼라이프대학,디지털미디어학부,디지털미디어학부,14620,3,홍보ㆍ마케팅,1,나는 기업과 제품의 경쟁우위 확보와 경영성과를 향상을 위한 마케팅에 대해 이해하고 있다. ,,,,,,,
미디어·휴먼라이프대학,디지털미디어학부,디지털미디어학부,14620,3,홍보ㆍ마케팅,2,나는 마케팅 목표 수립할 수 있다. ,,,,,,,
미디어·휴먼라이프대학,디지털미디어학부,디지털미디어학부,14620,3,홍보ㆍ마케팅,3,나는 목표시장에 대한 체계적인 방안 설계 및 실행을 통하여 반응과 결과에 지속적으로 대응할 수 있다.,,,,,,,
경영대학,대학,공통,16600,1,국제화이해,1,나는 다양한 경영 활동 분야에 필요한 국제화 개념을 이해하고 경영에 영향을 미치는 국내외의 경제·문화·정치·법률적 환경에 대해 설명할 수 있다,,,,,,,
경영대학,대학,공통,16600,1,국제화이해,2,"나는 다양한 경영 활동 분야에 필요한 국제화 개념 및 환경에 대한 이해를 바탕으로 재무, 회계, 마케팅, 인사조직, 생산운영 분야 등의 실무에 적용할 수 있다.",,,,,,,
경영대학,대학,공통,16600,1,국제화이해,3,"나는 다양한 경영 활동 분야에 필요한 국제화 개념 및 환경에 대한 이해를 바탕으로 재무, 회계, 마케팅, 인사조직, 생산운영 등에 관련된 프로젝트를 수행할 수 있다.",,,,,,,
경영대학,대학,공통,16600,2,의사전달능력,1,나는 다양한 경영 활동 분야에서 경영학의 관점으로 논리적인 설명을 할 수 있다.,,,,,,,
경영대학,대학,공통,16600,2,의사전달능력,2,나는 다양한 경영 활동 분야에서 경영학의 관점으로 합리적인 결론을 도출할 수 있다.,,,,,,,
경영대학,대학,공통,16600,2,의사전달능력,3,나는 다양한 경영 활동 분야에서 경영학의 관점으로 상대방의 의도를 파악하여 프로젝트 결과물을 도출할 수 있다. ,,,,,,,
경영대학,대학,공통,16600,3,팀워크스킬,1,나는 다양한 경영 활동 분야에서 조직의 특징을 파악하고 조직원의 역할 및 기여도를 설명할 수 있다.,,,,,,,
경영대학,대학,공통,16600,3,팀워크스킬,2,나는 다양한 경영 활동 분야에서 주어진 역할 및 기여도에 따라 조직원과 협동하여 업무를 수행할 수 있다.,,,,,,,
경영대학,대학,공통,16600,3,팀워크스킬,3,나는 다양한 경영 활동 분야에서 각 조직원의 역할과 기여도에 따른 업무 성과를 평가할 수 있다.,,,,,,,
경영대학,대학,공통,16600,4,문제해결능력,1,나는 다양한 경영 활동 분야에서 발생하는 문제를 파악할 수 있다.,,,,,,,
경영대학,대학,공통,16600,4,문제해결능력,2,나는 다양한 경영 활동 분야에서 발생하는 문제를 해결하는 방안을 마련하고 이를 업무에 적용할 수 있다.,,,,,,,
경영대학,대학,공통,16600,4,문제해결능력,3,나는 다양한 경영 활동 분야에서 발생하는 문제를 예방하기 위한 방안을 도출할 수 있다.,,,,,,,
경영대학,대학,공통,16600,5,컴퓨터활용능력,1,나는 다양한 경영 활동 분야에서 사용하는 정보통신기술을 설명할 수 있다.,,,,,,,
경영대학,대학,공통,16600,5,컴퓨터활용능력,2,나는 다양한 경영 활동 분야에서 사용하는 정보통신 기술을 실무에 적용할 수 있다.,,,,,,,
경영대학,대학,공통,16600,5,컴퓨터활용능력,3,나는 다양한 경영 활동 분야에서 사용하는 정보통신기술을 활용한 프로젝트를 수행할 수 있다.,,,,,,,
경영대학,대학,공통,16600,6,윤리의식,1,나는 다양한 경영 활동 분야에 요구되는 직업윤리적 책임의식과 사회적 책임의 중요성을 설명할 수 있다.,,,,,,,
경영대학,대학,공통,16600,6,윤리의식,2,나는 다양한 경영 활동 분야에 요구되는 직업윤리적 책임의식과 사회적 책임의 중요성을 인식하고 실무현장에서 실천할 수 있다.,,,,,,,
경영대학,대학,공통,16600,6,윤리의식,3,나는 다양한 경영 활동 분야에 요구되는 직업윤리적 책임의식과 사회적 책임에 기반하여 프로젝트를 수행할 수 있다.,,,,,,,
경영대학,경영정보학과,경영정보학과,16640,1,국제화이해,1,나는 경영정보의 국제화 개념을 이해하고 경영정보에 영향을 미치는 국내외의 경제·문화·정치·법률적 환경에 대해 설명할 수 있다,,,,,,,
경영대학,경영정보학과,경영정보학과,16640,1,국제화이해,2,"나는 경영정보의 국제화 개념 및 환경에 대한 이해를 바탕으로 경영정보시스템, 정보기술경영 분야 등의 실무에 적용할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,1,국제화이해,3,"나는 경영정보의 국제화 개념 및 환경에 대한 이해를 바탕으로 경영정보시스템, 정보기술경영 등에 관련된 프로젝트를 수행할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,2,의사전달능력,1,"나는 경영정보시스템, 정보기술경영 등의 분야에서 경영정보학의 관점으로 논리적인 설명을 할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,2,의사전달능력,2,"나는 경영정보시스템, 정보기술경영 등의 분야에서 경영정보학의 관점으로 합리적인 결론을 도출할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,2,의사전달능력,3,"나는 경영정보시스템, 정보기술경영 등의 분야에서 경영정보학의 관점으로 상대방의 의도를 파악하여 프로젝트 결과물을 도출할 수 있다. ",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,3,팀워크스킬,1,"나는 경영정보시스템, 정보기술경영 등의 실무 분야에서 조직의 특징을 파악하고 조직원의 역할 및 기여도를 설명할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,3,팀워크스킬,2,"나는 경영정보시스템, 정보기술경영 등의 실무 분야에서 주어진 역할 및 기여도에 따라 조직원과 협동하여 업무를 수행할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,3,팀워크스킬,3,"나는 경영정보시스템, 정보기술경영 등의 실무 분야에서 각 조직원의 역할과 기여도에 따른 업무 성과를 평가할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,4,문제해결능력,1,"나는 경영정보시스템, 정보기술경영 등의 실무 분야에서 발생하는 문제를 파악할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,4,문제해결능력,2,"나는 경영정보시스템, 정보기술경영 등의 실무 분야에서 발생하는 문제를 해결하는 방안을 마련하고 이를 업무에 적용할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,4,문제해결능력,3,"나는 경영정보시스템, 정보기술경영 등의 실무 분야에서 발생하는 문제를 예방하기 위한 방안을 도출할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,5,컴퓨터활용능력,1,"나는 경영정보시스템, 정보기술경영 등의 실무 분야에서 기본적으로 사용하는 정보통신기술을 설명할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,5,컴퓨터활용능력,2,"나는 경영정보시스템, 정보기술경영 등의 실무 분야에서 기본적으로 사용하는 정보통신 기술을 실무에 적용할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,5,컴퓨터활용능력,3,"나는 경영정보시스템, 정보기술경영 등등의 실무 분야에서 기본적인 정보통신기술을 활용한 프로젝트를 수행할 수 있다.",,,,,,,
경영대학,경영정보학과,경영정보학과,16640,6,윤리의식,1,나는 경영정보학도로서 요구되는 직업윤리적 책임의식과 사회적 책임의 중요성을 설명할 수 있다.,,,,,,,
경영대학,경영정보학과,경영정보학과,16640,6,윤리의식,2,나는 경영정보학도로서 요구되는 직업윤리적 책임의식과 사회적 책임의 중요성을 인식하고 실무현장에서 실천할 수 있다.,,,,,,,
경영대학,경영정보학과,경영정보학과,16640,6,윤리의식,3,나는 경영정보학도로서 요구되는 직업윤리적 책임의식과 사회적 책임에 기반하여 프로젝트를 수행할 수 있다.,,,,,,,
경영대학,,국제통상학과,16650,1,국제화이해,1,나는 국제통상의 국제화 개념을 이해하고 국제통상에 영향을 미치는 국내외의 경제·문화·정치·법률적 환경에 대해 설명할 수 있다,,,,,,,
경영대학,,국제통상학과,16650,1,국제화이해,2,"나는 국제통상의 국제화 개념 및 환경에 대한 이해를 바탕으로 국제통상, 국제경영, 글로벌경영전략 분야 등의 실무에 적용할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,1,국제화이해,3,"나는 국제통상의 국제화 개념 및 환경에 대한 이해를 바탕으로 국제통상, 국제경영, 글로벌경영전략 등에 관련된 프로젝트를 수행할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,2,의사전달능력,1,"나는 국제통상, 국제경영, 글로벌경영전략 등의 분야에서 국제통상학의 관점으로 논리적인 설명을 할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,2,의사전달능력,2,"나는 국제통상, 국제경영, 글로벌경영전략 등의 분야에서 국제통상학의 관점으로 합리적인 결론을 도출할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,2,의사전달능력,3,"나는 국제통상, 국제경영, 글로벌경영전략 등의 분야에서 국제통상학의 관점으로 상대방의 의도를 파악하여 프로젝트 결과물을 도출할 수 있다. ",,,,,,,
경영대학,,국제통상학과,16650,3,팀워크스킬,1,"나는 국제통상, 국제경영, 글로벌경영전략 등의 실무 분야에서 조직의 특징을 파악하고 조직원의 역할 및 기여도를 설명할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,3,팀워크스킬,2,"나는 국제통상, 국제경영, 글로벌경영전략 등의 실무 분야에서 주어진 역할 및 기여도에 따라 조직원과 협동하여 업무를 수행할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,3,팀워크스킬,3,"나는 국제통상, 국제경영, 글로벌경영전략 등의 실무 분야에서 각 조직원의 역할과 기여도에 따른 업무 성과를 평가할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,4,문제해결능력,1,"나는 국제통상, 국제경영, 글로벌경영전략 등의 실무 분야에서 발생하는 문제를 파악할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,4,문제해결능력,2,"나는 국제통상, 국제경영, 글로벌경영전략 등의 실무 분야에서 발생하는 문제를 해결하는 방안을 마련하고 이를 업무에 적용할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,4,문제해결능력,3,"나는 국제통상, 국제경영, 글로벌경영전략 등의 실무 분야에서 발생하는 문제를 예방하기 위한 방안을 도출할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,5,컴퓨터활용능력,1,"나는 국제통상, 국제경영, 글로벌경영전략 등의 실무 분야에서 기본적으로 사용하는 정보통신기술을 설명할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,5,컴퓨터활용능력,2,"나는 국제통상, 국제경영, 글로벌경영전략 등의 실무 분야에서 기본적으로 사용하는 정보통신 기술을 실무에 적용할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,5,컴퓨터활용능력,3,"나는 국제통상, 국제경영, 글로벌경영전략 등의 실무 분야에서 기본적인 정보통신기술을 활용한 프로젝트를 수행할 수 있다.",,,,,,,
경영대학,,국제통상학과,16650,6,윤리의식,1,나는 국제통상학도로서 요구되는 직업윤리적 책임의식과 사회적 책임의 중요성을 설명할 수 있다.,,,,,,,
경영대학,,국제통상학과,16650,6,윤리의식,2,나는 국제통상학도로서 요구되는 직업윤리적 책임의식과 사회적 책임의 중요성을 인식하고 실무현장에서 실천할 수 있다.,,,,,,,
경영대학,,국제통상학과,16650,6,윤리의식,3,나는 국제통상학도로서 요구되는 직업윤리적 책임의식과 사회적 책임에 기반하여 프로젝트를 수행할 수 있다.,,,,,,,
경영대학,경영학부,경영학전공,16671,1,국제화이해,1,나는 경영의 국제화 개념을 이해하고 경영에 영향을 미치는 국내외의 경제·문화·정치·법률적 환경에 대해 설명할 수 있다,,,,,,,
경영대학,경영학부,경영학전공,16671,1,국제화이해,2,"나는 경영의 국제화 개념 및 환경에 대한 이해를 바탕으로 재무, 회계, 마케팅, 인사조직, 생산운영 분야 등의 실무에 적용할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,1,국제화이해,3,"나는 경영의 국제화 개념 및 환경에 대한 이해를 바탕으로 재무, 회계, 마케팅, 인사조직, 생산운영 등에 관련된 프로젝트를 수행할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,2,의사전달능력,1,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 분야에서 경영학의 관점으로 논리적인 설명을 할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,2,의사전달능력,2,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 분야에서 경영학의 관점으로 합리적인 결론을 도출할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,2,의사전달능력,3,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 분야에서 경영학의 관점으로 상대방의 의도를 파악하여 프로젝트 결과물을 도출할 수 있다. ",,,,,,,
경영대학,경영학부,경영학전공,16671,3,팀워크스킬,1,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 실무 분야에서 조직의 특징을 파악하고 조직원의 역할 및 기여도를 설명할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,3,팀워크스킬,2,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 실무 분야에서 주어진 역할 및 기여도에 따라 조직원과 협동하여 업무를 수행할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,3,팀워크스킬,3,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 실무 분야에서 각 조직원의 역할과 기여도에 따른 업무 성과를 평가할 수 있다.",,,,,,,
