단과대학(변경 후),학부(변경 후),전공(변경 후),"전공코드
경영대학,경영학부,경영학전공,16671,4,문제해결능력,1,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 실무 분야에서 발생하는 문제를 파악할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,4,문제해결능력,2,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 실무 분야에서 발생하는 문제를 해결하는 방안을 마련하고 이를 업무에 적용할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,4,문제해결능력,3,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 실무 분야에서 발생하는 문제를 예방하기 위한 방안을 도출할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,5,컴퓨터활용능력,1,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 실무 분야에서 기본적으로 사용하는 정보통신기술을 설명할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,5,컴퓨터활용능력,2,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 실무 분야에서 기본적으로 사용하는 정보통신 기술을 실무에 적용할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,5,컴퓨터활용능력,3,"나는 재무, 회계, 마케팅, 인사조직, 생산운영 등의 실무 분야에서 기본적인 정보통신기술을 활용한 프로젝트를 수행할 수 있다.",,,,,,,
경영대학,경영학부,경영학전공,16671,6,윤리의식,1,나는 경영학도로서 요구되는 직업윤리적 책임의식과 사회적 책임의 중요성을 설명할 수 있다.,,,,,,,
경영대학,경영학부,경영학전공,16671,6,윤리의식,2,나는 경영학도로서 요구되는 직업윤리적 책임의식과 사회적 책임의 중요성을 인식하고 실무현장에서 실천할 수 있다.,,,,,,,
경영대학,경영학부,경영학전공,16671,6,윤리의식,3,나는 경영학도로서 요구되는 직업윤리적 책임의식과 사회적 책임에 기반하여 프로젝트를 수행할 수 있다.,,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,1,경영 기초의 이해,1,나는 경영학과 관련한 기초 이론에 대해 설명할 수 있다.,,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,1,경영 기초의 이해,2,나는 자산에 따른 회계 처리 방법과 자본의 조달 및 운용에 관한 기본 이론을 설명할 수 있다.,,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,1,경영 기초의 이해,3,"나는 경영정보시스템에 관한 이론 체계와, 생산시스템의 효율적 관리를 위한 시스템적 의사결정과정을 이해하여 설명할 수 있다.",,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,2,경영관리,1,나는 인사관리를 위한 기본 이론과 조직의 효율성 향상을 위한 방법론을 이해하여 이를 활용할 수 있다.,,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,2,경영관리,2,"나는 소비자 행동의 다양한 측면을 이해하고, 이를 마케팅에 활용함으로써 효과적으로 대응할 수 있다.",,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,2,경영관리,3,나는 통계학의 기초 이론을 이해하여 다양한 기업경영 관련 자료를 통계학적으로 분석할 수 있다.,,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,3,경영전략 수립,1,"나는 경영자가 갖추어야 할 다양한 경영전략의 전술, 전략의 기법을 이해하여 이를 활용할 수 있다.",,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,3,경영전략 수립,2,"나는 기업의 사회적 책임의 개념을 이해하여, 기업과 사회 간에 발생하는 다양한 이슈와 문제점을 사례를 통해 분석할 수 있다.",,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,3,경영전략 수립,3,"나는 중국과의 비즈니스 전략의 이론을 이해하고, 최신동향 사례를 통해 분석할 수 있다.",,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,4,글로벌 시장 적용,1,"나는 국제경영과 관련된 이론과 제도, 환경에 대해 이해하고, 이를 위한 전략을 수립할 수 있다.",,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,4,글로벌 시장 적용,2,나는 국제 마케팅의 기초 이론과 이에 영향을 미치는 다양한 요인을 이해하여 전략을 수립할 수 있다.,,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,4,글로벌 시장 적용,3,나는 글로벌 기업의 글로벌 시장 진입 관리에 따른 이론을 바탕으로 여러 사례를 통해 다국적 기업의 글로벌 전략 아이디어 및 방법을 분석할 수 있다.,,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,5,사업 기획,1,"나는 진정한 기업가 정신, 창업가의 정신을 이해하고 성공한 기업가와 성공모델을 통해 창업 계획을 수립할 수 있다.",,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,5,사업 기획,2,"나는 기업의 윤리경영을 이해하고, 최근 경영사례를 통해 올바른 경영인의 자세에 대해 논의할 수 있다.",,,,,,,
경영대학,경영학부,글로벌비지니스전공,16672,5,사업 기획,3,나는 이 시대의 리더십이 지닌 창의적 문제해결 방식과 혁신적 기업 경영의 사례를 연구하여 창업가의 자세에 관해 논의할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,대학,공통,18600,1,빅데이터이해능력,1,나는 빅데이터를 분석하고 활용하며 프로그래밍할 수 있도록 융합소프트웨어의 기초적인 이론을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,대학,공통,18600,1,빅데이터이해능력,2,나는 빅데이터를 분석할 때 적합한 알고리즘을 선택하여 적용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,대학,공통,18600,1,빅데이터이해능력,3,나는 프로그래밍하고 분석한 빅데이터를 시각화하여 활용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,대학,공통,18600,2,창의적문제해결능력,1,나는 변화하는 기술환경에서 다양한 시각을 가지고 문제를 해결할 필요성을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,대학,공통,18600,2,창의적문제해결능력,2,나는 문제해결을 위해 창의적이고 논리적으로 사고할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,대학,공통,18600,2,창의적문제해결능력,3,나는 기존의 틀에서 벗어나 문제를 해결하기 위한 새로운 해결책을 제시할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,대학,공통,18600,3,협업및소통능력,1,나는 프로그래밍 과정에서의 다양한 분야의 전문가와 협력할 필요를 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,대학,공통,18600,3,협업및소통능력,2,나는 자신의 아이디어를 명확하게 전달하고 다른 사람의 의견을 경청할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,대학,공통,18600,3,협업및소통능력,3,나는 다양한 분야의 전문가와 협력하고 소통하면서 프로젝트를 수행할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,1,디지털콘텐츠기획능력,1,"나는 디지털콘텐츠기획에 필요한 용어, 이론, 기술, 사회, 문화, 역사적 배경 을 이해하고 활용할 수 있다.",전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,1,디지털콘텐츠기획능력,2,나는 디지털콘텐츠기획에 필요한 사례를 조사하고 분석 및 비평할 수 있다.,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,1,디지털콘텐츠기획능력,3,나는 디지털콘텐츠기획에 필요한 단계별 요소를 이해 하고 있으며 아이디어를 구체화할 수 있다. ,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,2,디지털콘텐츠제작능력,1,나는 디지털콘텐츠 제작에 필요한 디자인 및 시각화를 할 수 있다,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,2,디지털콘텐츠제작능력,2,나는 디지털콘텐츠 제작에 필요한 소프트웨어를 사용할 수 있다,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,2,디지털콘텐츠제작능력,3,나는 디지털콘텐츠 제작에 필요한 코딩을 할 수 있다,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,3,디지털콘텐츠실무능력,1,나는 디지털콘텐츠 기획능력과 디지털콘텐츠 제작능력을 융합하여  활용 할 수 있다.,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,3,디지털콘텐츠실무능력,2,나는 창의적인 문제해결을 통하여 프로젝트를 완성할 수 있다.,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,3,디지털콘텐츠실무능력,3,나는 프로젝트 완성을 위해서 다른 사람과 협동할 수 있으며 추진력이 있다,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,4,디지털콘텐츠분석능력,1,나는 디지털콘텐츠의 특수성을 이해하고 있으며 산업 전반의 정보를 수집 및 분석할 수 있다.,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,4,디지털콘텐츠분석능력,2,나는 브랜딩 및 마케팅 정보를 수집/ 분석하여 디지털콘텐츠의 전략적 기획에 활용할 수 있다.,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,4,디지털콘텐츠분석능력,3,나는 디지털콘텐츠 산업 전반의 특수성을 이해하고 진로 설정에 필요한 정보를 수집하여 활용할 수 있다.,전공능력명 및 진단문항 수정,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,5,빅데이터이해능력(인공지능·소프트웨어융합대학공통),1,나는 빅데이터를 분석하고 활용하며 프로그래밍할 수 있도록 융합소프트웨어의 기초적인 이론을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,5,빅데이터이해능력(인공지능·소프트웨어융합대학공통),2,나는 빅데이터를 분석할 때 적합한 알고리즘을 선택하여 적용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,5,빅데이터이해능력(인공지능·소프트웨어융합대학공통),3,나는 프로그래밍하고 분석한 빅데이터를 시각화하여 활용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,6,창의적문제해결능력(인공지능·소프트웨어융합대학공통),1,나는 변화하는 기술환경에서 다양한 시각을 가지고 문제를 해결할 필요성을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,6,창의적문제해결능력(인공지능·소프트웨어융합대학공통),2,나는 문제해결을 위해 창의적이고 논리적으로 사고할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,6,창의적문제해결능력(인공지능·소프트웨어융합대학공통),3,나는 기존의 틀에서 벗어나 문제를 해결하기 위한 새로운 해결책을 제시할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,7,협업및소통능력(인공지능·소프트웨어융합대학공통),1,나는 프로그래밍 과정에서의 다양한 분야의 전문가와 협력할 필요를 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,7,협업및소통능력(인공지능·소프트웨어융합대학공통),2,나는 자신의 아이디어를 명확하게 전달하고 다른 사람의 의견을 경청할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,디지털콘텐츠디자인학과,디지털콘텐츠디자인학과,18610,7,협업및소통능력(인공지능·소프트웨어융합대학공통),3,나는 다양한 분야의 전문가와 협력하고 소통하면서 프로젝트를 수행할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,1,응용SW탐구,1,나는 융합소프트웨어 전공 기초 이론에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,1,응용SW탐구,2,나는 융합소프트웨어 지식과 관련된 문제를 정의할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,1,응용SW탐구,3,나는 융합소프트웨어 관련 이론과 지식을 탐구할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,2,창의적문제해결,1,나는 소프트웨어 엔지니어에게 필요한 문제해결 방법에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,2,창의적문제해결,2,나는 문제해결을 위해 창의적인 방안을 설계할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,2,창의적문제해결,3,나는 문제해결을 위해 창의적인 방안을 구현할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,3,SW활용,1,나는 문제에 따른 다양한 소프트웨어에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,3,SW활용,2,나는 주어진 문제해결을 위해 적합한 소프트웨어를 적용할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,3,SW활용,3,나는 주어진 문제해결을 위해 소프트웨어를 활용할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,4,융복합,1,나는 융복합의 의미에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,4,융복합,2,나는 응용소프트웨어 분야와 타 분야를 융합하여 사고할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,4,융복합,3,나는 응용소프트웨어 분야와 타 분야를 융합하여 분석할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,5,공동체적문제해결,1,나는 소통과 협업의 의미를 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,5,공동체적문제해결,2,나는 여러 사람과 원활하게 의사소통하고 협력할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,5,공동체적문제해결,3,나는 소통과 협업을 통해 복잡한 문제를 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,6,빅데이터이해능력(인공지능·소프트웨어융합대학공통),1,나는 빅데이터를 분석하고 활용하며 프로그래밍할 수 있도록 융합소프트웨어의 기초적인 이론을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,6,빅데이터이해능력(인공지능·소프트웨어융합대학공통),2,나는 빅데이터를 분석할 때 적합한 알고리즘을 선택하여 적용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,6,빅데이터이해능력(인공지능·소프트웨어융합대학공통),3,나는 프로그래밍하고 분석한 빅데이터를 시각화하여 활용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,7,창의적문제해결능력(인공지능·소프트웨어융합대학공통),1,나는 변화하는 기술환경에서 다양한 시각을 가지고 문제를 해결할 필요성을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,7,창의적문제해결능력(인공지능·소프트웨어융합대학공통),2,나는 문제해결을 위해 창의적이고 논리적으로 사고할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,7,창의적문제해결능력(인공지능·소프트웨어융합대학공통),3,나는 기존의 틀에서 벗어나 문제를 해결하기 위한 새로운 해결책을 제시할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,8,협업및소통능력(인공지능·소프트웨어융합대학공통),1,나는 프로그래밍 과정에서의 다양한 분야의 전문가와 협력할 필요를 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,8,협업및소통능력(인공지능·소프트웨어융합대학공통),2,나는 자신의 아이디어를 명확하게 전달하고 다른 사람의 의견을 경청할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,응용소프트웨어전공,18621,8,협업및소통능력(인공지능·소프트웨어융합대학공통),3,나는 다양한 분야의 전문가와 협력하고 소통하면서 프로젝트를 수행할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,1,문제정의,1,나는 데이터 관점에서 문제를 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,1,문제정의,2,나는 데이터 관점에서 문제를 파악할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,1,문제정의,3,나는 데이터 관점에서 문제를 정의할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,2,융합역량,1,나는 데이터사이언스 전공 이론과 지식에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,2,융합역량,2,나는 데이터사이언스 전공 이론과 지식을 인문적 소양과 융합할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,2,융합역량,3,나는 데이터사이언스 전공 이론과 지식 및 인문적 소양을 컴퓨터 데이터 관련 프로젝트에 활용할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,3,창의설계,1,나는 최신의 소프트웨어 모델링 도구에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,3,창의설계,2,나는 최신의 소프트웨어 모델링 도구들을 사용하여 컴퓨터공학 문제를 분석 및 설계를 할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,3,창의설계,3,"나는 설계된 컴퓨터 시스템을 구현, 테스트할 수 있다.",,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,4,데이터기술활용,1,나는 외국어로 된 컴퓨터 분야의 신기술 관련 서류 및 표준안 등을 이해할 수 있다. ,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,4,데이터기술활용,2,나는 논리적 모델링을 통해 주어진 문제를 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,4,데이터기술활용,3,나는 프로젝트를 관리하고 운영 중 발생하는 문제를 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,5,협력적문제해결,1,나는 원활한 의사소통과 협동적 업무 처리에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,5,협력적문제해결,2,나는 구성원들 간에 원활한 의사소통을 통하여 협동적으로 업무를 처리할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,5,협력적문제해결,3,나는 외국어를 사용하여 외국인과 업무를 처리할 수 있다. ,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,6,사회의식,1,나는 데이터 산업을 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,6,사회의식,2,"나는 데이터 산업 관련 윤리, 법률을 파악할 수 있다.",,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,6,사회의식,3,"나는 데이터 산업 관련 윤리, 법률을 적용할 수 있다.",,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,7,빅데이터이해능력(인공지능·소프트웨어융합대학공통),1,나는 빅데이터를 분석하고 활용하며 프로그래밍할 수 있도록 융합소프트웨어의 기초적인 이론을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,7,빅데이터이해능력(인공지능·소프트웨어융합대학공통),2,나는 빅데이터를 분석할 때 적합한 알고리즘을 선택하여 적용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,7,빅데이터이해능력(인공지능·소프트웨어융합대학공통),3,나는 프로그래밍하고 분석한 빅데이터를 시각화하여 활용하는 과정을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,8,창의적문제해결능력(인공지능·소프트웨어융합대학공통),1,나는 변화하는 기술환경에서 다양한 시각을 가지고 문제를 해결할 필요성을 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,8,창의적문제해결능력(인공지능·소프트웨어융합대학공통),2,나는 문제해결을 위해 창의적이고 논리적으로 사고할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,8,창의적문제해결능력(인공지능·소프트웨어융합대학공통),3,나는 기존의 틀에서 벗어나 문제를 해결하기 위한 새로운 해결책을 제시할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,9,협업및소통능력(인공지능·소프트웨어융합대학공통),1,나는 프로그래밍 과정에서의 다양한 분야의 전문가와 협력할 필요를 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,9,협업및소통능력(인공지능·소프트웨어융합대학공통),2,나는 자신의 아이디어를 명확하게 전달하고 다른 사람의 의견을 경청할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,9,협업및소통능력(인공지능·소프트웨어융합대학공통),3,나는 다양한 분야의 전문가와 협력하고 소통하면서 프로젝트를 수행할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,10,소프트웨어및데이터기본지식(융합소프트웨어학부공통),1,나는 소프트웨어 및 데이터와 관련된 기본 개념 및 지식에 대해 설명할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,10,소프트웨어및데이터기본지식(융합소프트웨어학부공통),2,나는 소프트웨어 및 데이터와 관련된 기본 개념 및 지식을 적용하여 주어진 문제들을 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,데이터사이언스전공,18622,10,소프트웨어및데이터기본지식(융합소프트웨어학부공통),3,나는 소프트웨어 및 데이터와 관련된 기본 개념 및 지식을 바탕으로 스스로 문제를 계획하고 설계할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,1,문제정의,1,나는 인공지능 관점에서 문제를 이해할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,1,문제정의,2,나는 인공지능 관점에서 문제를 파악할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,1,문제정의,3,나는 인공지능 관점에서 문제를 정의할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,2,융합역량,1,나는 인공지능 전공 이론과 지식에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,2,융합역량,2,나는 인공지능 전공 이론과 지식을 인문적 소양과 융합할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,2,융합역량,3,나는 인공지능 전공 이론과 지식 및 인문적 소양을 컴퓨터 데이터 관련 프로젝트에 활용할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,3,창의설계,1,나는 최신의 인공지능 소프트웨어 도구에 대해 이해하고 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,3,창의설계,2,나는 최신의 인공지능 소프트웨어 도구들을 사용하여 인공지능 문제를 분석 및 설계를 할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,3,창의설계,3,"나는 설계된 인공지능 시스템을 구현, 테스트할 수 있다.",,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,4,데이터기술활용,1,나는 외국어로 된 인공지능 분야의 신기술 관련 서류 및 표준안 등을 이해할 수 있다. ,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,4,데이터기술활용,2,나는 논리적 모델링을 통해 주어진 인공지능 문제를 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,4,데이터기술활용,3,나는 프로젝트를 관리하고 운영 중 발생하는 문제를 해결할 수 있다.,,,,,,,
인공지능·소프트웨어융합대학,융합소프트웨어학부,인공지능전공,18623,5,협력적문제해결,1,나는 원활한 의사소통과 협동적 업무 처리에 대해 이해하고 있다.,,,,,,,
